,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,
6,7,
7,8,
8,9,
9,10,
10,11,
11,12,
12,13,
13,14,
14,15,
15,16,
16,17,
17,18,
18,19,
19,20,
20,21,
21,22,
22,23,
23,24,
24,25,
25,26,
26,27,
27,28,
28,29,
29,30,
30,31,
31,32,
32,33,
33,34,
34,35,
35,36,
36,37,
37,38,
38,39,
39,40,
40,41,
41,42,
42,43,
43,44,
44,45,
45,46,
46,47,
47,48,
48,49,
49,50,
50,51,
51,52,
52,53,
53,54,
54,55,
55,56,
56,58,
57,59,
58,60,
59,61,
60,62,
61,63,
62,65,
63,66,
64,67,
65,68,
66,70,
67,71,
68,72,
69,74,
70,75,
71,77,
72,78,
73,80,
74,81,
75,83,
76,84,
77,86,54141.414880899785
78,87,28442.33226779432
79,89,5844.716530761065
80,91,5397.272551701483
81,93,2555.1762748309943
82,94,2000.1540622136856
83,96,1807.0075677476163
84,98,1460.1084215553003
85,100,1524.1195050315152
86,102,2379.616232671486
87,104,1943.645897389474
88,106,2539.6535014840624
89,108,2083.870767930545
90,110,892.4822493274363
91,112,1005.9489728618034
92,114,1834.3431730104865
93,116,1123.6627754444942
94,119,1542.270550827522
95,121,1313.7368896995474
96,123,948.7831229496705
97,126,1773.8453305548874
98,128,1580.3646780376375
