,scales,lacunarity
0,1,
1,2,36529616007.061195
2,3,
3,4,
4,5,
5,6,
6,7,
7,8,
8,9,
9,10,
10,11,
11,12,
12,13,
13,14,
14,15,
15,16,
16,17,
17,18,
18,19,
19,20,
20,21,
21,22,
22,23,
23,24,
24,25,
25,26,
26,27,
27,28,
28,29,
29,30,
30,31,
31,32,
32,33,
33,34,
34,35,
35,36,
36,37,
37,38,
38,39,
39,40,
40,41,
41,42,
42,43,
43,44,
44,45,
45,46,
46,47,
47,48,
48,49,
49,50,
50,51,
51,52,
52,53,
53,54,
54,55,
55,56,
56,58,
57,59,
58,60,
59,61,
60,62,
61,63,
62,65,
63,66,
64,67,
65,68,
66,70,
67,71,
68,72,
69,74,
70,75,
71,77,
72,78,
73,80,
74,81,
75,83,45492.15479333848
76,84,19309.805952747538
77,86,19334.438469035238
78,87,17234.712318682305
79,89,4150.0042186618975
80,91,2434.301612442368
81,93,2807.146710733368
82,94,2292.4717630993055
83,96,1156.4534148404355
84,98,528.9665749425516
85,100,457.9608967683144
86,102,436.372999807
87,104,430.38588434100467
88,106,514.7329363838442
89,108,440.528597872799
90,110,434.155078236527
91,112,524.6280833199118
92,114,687.551934538186
93,116,431.7592300597127
94,119,514.9714060063772
95,121,296.69601476848015
96,123,356.1608543444595
97,126,981.563154405001
98,128,3149.7077881585296
