,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,
6,7,
7,8,
8,9,
9,10,
10,11,
11,12,
12,13,
13,14,
14,15,
15,16,
16,17,
17,18,
18,19,
19,20,
20,21,
21,22,
22,23,
23,24,
24,25,
25,26,
26,27,
27,28,
28,29,
29,30,
30,31,
31,32,
32,33,
33,34,
34,35,
35,36,
36,37,
37,38,
38,39,
39,40,
40,41,
41,42,
42,43,
43,44,
44,45,
45,46,
46,47,
47,48,
48,49,
49,50,
50,51,
51,52,
52,53,
53,54,
54,55,
55,56,
56,58,
57,59,
58,60,
59,61,
60,62,
61,63,
62,65,
63,66,
64,67,
65,68,
66,70,
67,71,
68,72,
69,74,
70,75,
71,77,
72,78,
73,80,
74,81,
75,83,
76,84,275496.3106932289
77,86,16333.65151301795
78,87,10747.41174239076
79,89,3477.265716321463
80,91,3060.7059348863904
81,93,1767.9955983948757
82,94,1523.8751663416126
83,96,1405.7128606574881
84,98,1268.0609232143502
85,100,1317.5067387314887
86,102,2143.019331881613
87,104,1825.4379195844588
88,106,2342.778803137772
89,108,2015.1277086314112
90,110,895.7460972597687
91,112,1009.7405590506171
92,114,1883.672886930515
93,116,1177.4647231527445
94,119,1540.9071257442795
95,121,1334.527518242102
96,123,952.9431724234043
97,126,1954.7731369260373
98,128,1989.0963462219481
