,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,
6,7,
7,8,
8,9,
9,10,
10,11,
11,12,
12,13,
13,14,
14,15,
15,16,
16,17,
17,18,
18,19,
19,20,
20,21,
21,22,
22,23,
23,24,
24,25,
25,26,
26,27,
27,28,
28,29,
29,30,
30,31,
31,32,
32,33,
33,34,
34,35,
35,36,
36,37,
37,38,
38,39,
39,40,
40,41,
41,42,
42,43,
43,44,
44,45,
45,46,
46,47,
47,48,
48,49,
49,50,
50,51,
51,52,
52,53,
53,54,
54,55,
55,56,
56,58,
57,59,
58,60,
59,61,
60,62,
61,63,
62,65,
63,66,
64,67,
65,68,
66,70,
67,71,
68,72,
69,74,
70,75,
71,77,
72,78,
73,80,
74,81,
75,83,
76,84,
77,86,275213.61133699195
78,87,79915.93891222242
79,89,6855.668271635194
80,91,5580.451211485686
81,93,2429.816941814878
82,94,1885.5803269513885
83,96,1802.7137077000036
84,98,1307.0186389179896
85,100,1040.7003122712547
86,102,1064.1362621932049
87,104,782.3450568463325
88,106,763.8390798186916
89,108,561.2556490489105
90,110,305.96964045768726
91,112,319.06986120063164
92,114,424.33669200888534
93,116,397.0421019439273
94,119,645.7429218948262
95,121,839.3086222218897
96,123,855.8457329607448
97,126,1835.8164498656822
98,128,1608.634278752773
