,scales,lacunarity
0,1,
1,2,68974949573.30734
2,3,
3,4,
4,5,
5,6,
6,7,
7,8,
8,9,
9,10,
10,11,
11,12,
12,13,
13,14,
14,15,
15,16,
16,17,
17,18,
18,19,
19,20,
20,21,
21,22,
22,23,
23,24,
24,25,
25,26,
26,27,
27,28,
28,29,
29,30,
30,31,
31,32,
32,33,
33,34,
34,35,
35,36,
36,37,
37,38,
38,39,
39,40,
40,41,
41,42,
42,43,
43,44,
44,45,
45,46,
46,47,
47,48,
48,49,
49,50,
50,51,
51,52,
52,53,
53,54,
54,55,
55,56,
56,58,
57,59,
58,60,
59,61,
60,62,
61,63,
62,65,
63,66,
64,67,
65,68,
66,70,
67,71,
68,72,
69,74,
70,75,
71,77,
72,78,
73,80,
74,81,
75,83,
76,84,
77,86,
78,87,
79,89,103605.68442971396
80,91,24927.035565595757
81,93,4891.802946350691
82,94,3213.5259645597926
83,96,3258.256096436107
84,98,1634.3523093576196
85,100,1192.8105666216472
86,102,1286.8764096692958
87,104,846.5769062505019
88,106,899.7718458513928
89,108,737.1979636828506
90,110,392.10291002650064
91,112,387.71614717017724
92,114,584.1285678722314
93,116,630.385840665602
94,119,1015.2555997801882
95,121,1616.132743128616
96,123,2009.4549946374632
97,126,50519.596264991065
98,128,16472.657908766138
