,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,
6,7,
7,8,
8,9,
9,10,
10,11,
11,12,
12,13,
13,14,
14,15,
15,16,
16,17,
17,18,
18,19,
19,20,
20,21,
21,22,
22,23,
23,24,
24,25,
25,26,
26,27,
27,28,
28,29,
29,30,
30,31,
31,32,
32,33,
33,34,
34,35,
35,36,
36,37,
37,38,
38,39,
39,40,
40,41,
41,42,
42,43,
43,44,
44,45,
45,46,
46,47,
47,48,
48,49,
49,50,
50,51,
51,52,
52,53,
53,54,
54,55,
55,56,
56,58,
57,59,
58,60,
59,61,
60,62,
61,63,
62,65,
63,66,
64,67,
65,68,
66,70,
67,71,
68,72,
69,74,
70,75,
71,77,
72,78,
73,80,
74,81,
75,83,
76,84,
77,86,
78,87,
79,89,171133.1552506225
80,91,33359.191115350535
81,93,6272.364729424684
82,94,4033.9084664523443
83,96,3888.059718100057
84,98,1909.7348275013517
85,100,1420.8892107960892
86,102,1575.8080150941003
87,104,1012.5733231777969
88,106,1043.2245275912312
89,108,843.4657695564158
90,110,449.0789110037616
91,112,432.2421070385852
92,114,634.3290035258016
93,116,684.7340683179976
94,119,1141.2866141731117
95,121,1761.2944812264848
96,123,2047.8723535796641
97,126,23832.15409959722
98,128,9444.47332910725
